"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","checkInDate","checkOutDate","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","emails/6","emails/7","emails/8","emails/9","emails/10","emails/11","emails/12","emails/13","emails/14","emails/15","emails/16","emails/17","emails/18","emails/19","emails/20","emails/21","emails/22","emails/23","emails/24","emails/25","emails/26","emails/27","emails/28","emails/29","emails/30","facebooks/0","facebooks/1","facebooks/2","facebooks/3","fid","hotelAds/0/googleUrl","hotelAds/0/isOfficialSite","hotelAds/0/price","hotelAds/0/title","hotelAds/0/url","hotelAds/1/googleUrl","hotelAds/1/isOfficialSite","hotelAds/1/price","hotelAds/1/title","hotelAds/1/url","hotelDescription","hotelStars","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","language","leadsEnrichment","linkedIns/0","location/lat","location/lng","neighborhood","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phones/3","phones/4","phones/5","phones/6","phones/7","phones/8","phones/9","phones/10","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","phonesUncertain/13","phonesUncertain/14","phonesUncertain/15","phonesUncertain/16","phonesUncertain/17","phonesUncertain/18","phonesUncertain/19","phonesUncertain/20","phonesUncertain/21","phonesUncertain/22","phonesUncertain/23","phonesUncertain/24","phonesUncertain/25","phonesUncertain/26","phonesUncertain/27","phonesUncertain/28","phonesUncertain/29","phonesUncertain/30","phonesUncertain/31","phonesUncertain/32","phonesUncertain/33","phonesUncertain/34","phonesUncertain/35","phonesUncertain/36","phonesUncertain/37","phonesUncertain/38","phonesUncertain/39","phonesUncertain/40","phonesUncertain/41","phonesUncertain/42","phonesUncertain/43","phonesUncertain/44","phonesUncertain/45","phonesUncertain/46","phonesUncertain/47","phonesUncertain/48","phonesUncertain/49","phonesUncertain/50","phonesUncertain/51","phonesUncertain/52","phonesUncertain/53","phonesUncertain/54","phonesUncertain/55","phonesUncertain/56","phonesUncertain/57","phonesUncertain/58","phonesUncertain/59","phonesUncertain/60","phonesUncertain/61","phonesUncertain/62","phonesUncertain/63","phonesUncertain/64","phonesUncertain/65","phonesUncertain/66","phonesUncertain/67","phonesUncertain/68","phonesUncertain/69","phonesUncertain/70","phonesUncertain/71","phonesUncertain/72","phonesUncertain/73","phonesUncertain/74","phonesUncertain/75","phonesUncertain/76","phonesUncertain/77","phonesUncertain/78","phonesUncertain/79","phonesUncertain/80","phonesUncertain/81","phonesUncertain/82","phonesUncertain/83","phonesUncertain/84","phonesUncertain/85","phonesUncertain/86","phonesUncertain/87","phonesUncertain/88","phonesUncertain/89","phonesUncertain/90","phonesUncertain/91","phonesUncertain/92","phonesUncertain/93","phonesUncertain/94","phonesUncertain/95","phonesUncertain/96","phonesUncertain/97","phonesUncertain/98","phonesUncertain/99","phonesUncertain/100","phonesUncertain/101","phonesUncertain/102","phonesUncertain/103","phonesUncertain/104","phonesUncertain/105","phonesUncertain/106","phonesUncertain/107","phonesUncertain/108","phonesUncertain/109","phonesUncertain/110","phonesUncertain/111","phonesUncertain/112","phonesUncertain/113","phonesUncertain/114","phonesUncertain/115","phonesUncertain/116","phonesUncertain/117","phonesUncertain/118","phonesUncertain/119","phonesUncertain/120","phonesUncertain/121","phonesUncertain/122","phonesUncertain/123","phonesUncertain/124","phonesUncertain/125","phonesUncertain/126","phonesUncertain/127","phonesUncertain/128","phonesUncertain/129","phonesUncertain/130","phonesUncertain/131","phonesUncertain/132","phonesUncertain/133","phonesUncertain/134","phonesUncertain/135","phonesUncertain/136","phonesUncertain/137","phonesUncertain/138","phonesUncertain/139","phonesUncertain/140","phonesUncertain/141","phonesUncertain/142","phonesUncertain/143","phonesUncertain/144","phonesUncertain/145","phonesUncertain/146","pinterests/0","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","tiktoks/0","title","totalScore","twitters/0","twitters/1","updatesFromCustomers/language","updatesFromCustomers/media/0/link","updatesFromCustomers/media/0/postDate","updatesFromCustomers/postDate","updatesFromCustomers/postedBy/name","updatesFromCustomers/postedBy/title","updatesFromCustomers/postedBy/totalReviews","updatesFromCustomers/postedBy/url","updatesFromCustomers/text","url","website","youtubes/0","youtubes/1"
"Garibaldi 1742, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de artículos para el hogar","Contratista de demolición",,,,,,,,,"Tienda de artículos para el hogar",,,"12817369776460786494","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911ff3f1aaf919:0xb1e071e700c5eb3e",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBP4tl9QS3Op-3DS7iYZLhb1rYluGbIJu2EI0EfogqiTD_GU2rgcwdwyPln-yQZlN2M6_xtPx25XAWVnHTYHZmIYvcsS4gDYhpupCu7zPU5xoLUFHeRM6SXd6hIhz6l3lLr88p7Q=w408-h306-k-no","49",,,"false","es-419",,,"-37.3149692","-59.1226876",,"false","+54 249 454-1194","+542494541194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJGfmq8fMfkZURPuvFAOdx4LE","B7000",,"53",,"18","12","2","3","1","0","2025-07-30T15:43:12.630Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Garibaldi 1742","false",,"Demoliciones Tandil srl","4.1",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Demoliciones%20Tandil%20srl&query_place_id=ChIJGfmq8fMfkZURPuvFAOdx4LE",,,
"Av. Fleming 1050, B7000 Tandil, Provincia de Buenos Aires, Argentina","Club de golf",,,,,,,,,,"Club de golf",,,"1175620939659717726","Tandil","false","AR",,"tandilgolfclub.com","info@tandilgolfclub.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/GolfTandil",,,,"0x9590e027b614ed0b:0x1050a50412edac5e",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipOnQ7zXI7n0YMB9bGurvxoNATE86NqzB3ToxiPI=w408-h306-k-no","1163","https://www.instagram.com/tandilgolfclub",,"false","es-419",,,"-37.330048","-59.099871",,"false","+54 249 463-4322","+542494634322",,,,,,,,,,,,"249 462 4322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJC-0UtifgkJURXqztEgSlUBA","B7000",,"47",,"576","397","125","7","38","9","2025-07-30T15:43:21.390Z","https://www.google.com/maps/search/deportivo/@-37.3286205,-59.066342517161935,14z?hl=es-419","deportivo","Provincia de Buenos Aires","Av. Fleming 1050","false",,"Tandil Golf Club","4.6",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tandil%20Golf%20Club&query_place_id=ChIJC-0UtifgkJURXqztEgSlUBA","http://www.tandilgolfclub.com/",,
"Dominguez 242, B7000 Tandil, Provincia de Buenos Aires, Argentina","Empresa constructora",,,,,,,,,,"Empresa constructora",,,"15874006094087600116","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911fb9792c8e09:0xdc4bcc70407a37f4",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipMoIDN_Ap65thhf7tQWZVA1pfGO_OFGr3MFAguO=w408-h544-k-no","2",,,"false","es-419",,,"-37.3377689","-59.1075495",,"false","+54 249 465-0549","+542494650549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJCY4sebkfkZUR9Dd6QHDMS9w","B7000",,"52",,"3","0","0","3","0","0","2025-07-30T15:43:12.630Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Dominguez 242","false",,"Tecnopiscinas","1",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tecnopiscinas&query_place_id=ChIJCY4sebkfkZUR9Dd6QHDMS9w",,,
"Darragueira 1160, B7001 Tandil, Provincia de Buenos Aires, Argentina","Contratista de revestimientos",,,,,,,,,,"Contratista de revestimientos",,,"3751369095150005191","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911ff22795ab31:0x340f8a5101cb6bc7",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwVZC9w0v4nuMQQsGDAwXOwreWazKfjcue04_IWDQdgdgdHTuCQYl9WLGs35vgwQiw1rmsrF0tfc-ESd9opVLClnExtaBnn5XIWOlwGCAywyEVKtPZO5SqhXxc23hTZOKZgYwW=w408-h725-k-no","14",,,"false","es-419",,,"-37.3086034","-59.1136583",,"false","+54 249 462-6950","+542494626950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJMauVJ_IfkZURx2vLAVGKDzQ",,,"51",,"15","12","2","1","0","0","2025-07-30T15:43:12.630Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Darragueira 1160","false",,"CLACE Revestimientos","4.6",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CLACE%20Revestimientos&query_place_id=ChIJMauVJ_IfkZURx2vLAVGKDzQ",,,
"Colectora Nte. L. M. Macaya 591, B7000 Tandil, Provincia de Buenos Aires, Argentina",,,,,,,,,,,,,,"2437467955326735226","Tandil","true","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911fe3462f096b:0x21d3a030eca5d37a",,,,,,,,,,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nvhV2XQJNJEG-WfwC2uurg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.335915&pitch=0&thumbfov=100","1",,,"false","es-419",,,"-37.3150609","-59.1086979",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJawkvRuMfkZURetOl7DCg0yE","B7000",,"47",,"0",,,,,,"2025-07-30T15:43:12.630Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Colectora Nte. L. M. Macaya 591","false",,"FERRARA CONSTRUCCIONES",,,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=FERRARA%20CONSTRUCCIONES&query_place_id=ChIJawkvRuMfkZURetOl7DCg0yE",,,
"Colectora Nte. L. M. Macaya 2027, B7000 Tandil, Provincia de Buenos Aires, Argentina","Constructor de casas modulares",,,,,,,,,,"Constructor de casas modulares",,,"596253542882076205","Tandil","true","AR",,"facebook.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/litalia.uae7","facebook.com/litalia.uae7",,,"0x95912018f8010f8b:0x84651702b8de62d",,,,,,,,,,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KuQaFrauVozumR8hN4A4bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.76069&pitch=0&thumbfov=100","2",,,"false","es-419",,,"-37.3024842","-59.1247357",,"false","+54 249 444-2400","+542494442400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJiw8B-BggkZURLeaNK3BRRgg","B7000",,"48",,"23","16","2","0","4","1","2025-07-30T15:43:12.630Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Colectora Nte. L. M. Macaya 2027","false",,"Viviendas Roca","4.4",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Viviendas%20Roca&query_place_id=ChIJiw8B-BggkZURLeaNK3BRRgg","https://www.facebook.com/ViviendasROCATandilok",,
"Cuba 1487, B7000 Tandil, Provincia de Buenos Aires, Argentina","Servicio de alquiler de herramientas","Agencia de alquiler de equipos","Tienda de suministros para albañilería","Servicio de alquiler de equipos para fiestas","Tienda de herramientas",,,,,,"Servicio de alquiler de herramientas",,,"2899766593316495624","Tandil","false","AR",,"alquilotodo.com.ar","tandil@alquilotodo.com.ar","santiagostarita@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/alquilotodo",,,,"0x95911ff9d4289295:0x283e0a5a5e2ca108",,,,,,,,,,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D2fgF8OuWfNDLAbdMvOt_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.93854&pitch=0&thumbfov=100","3",,,"false","es-419",,,"-37.3093927","-59.1153978",,"false","+54 249 442-4823","+542494424823",,,,,,,,,,,,"+549 249 442","(0249) 442-4823","+549 221 623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJlZIo1PkfkZURCKEsXloKPig","B7000",,"78",,"116","72","28","3","10","3","2025-07-30T15:43:13.802Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Cuba 1487","false",,"Alquilo Todo Tandil","4.4","https://twitter.com/Alquilo_Todo",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alquilo%20Todo%20Tandil&query_place_id=ChIJlZIo1PkfkZURCKEsXloKPig","https://www.alquilotodo.com.ar/donde-estamos/tandil/","https://www.youtube.com/channel/UCVXT7A-N8h3Bc_Y0nKorPSA",
"Av. Buzón 901, B7000 Tandil, Provincia de Buenos Aires, Argentina","Empresa constructora",,,,,,,,,,"Empresa constructora",,,"9565375536971973029","Tandil","true","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911ff1866297d7:0x84bf0a5f106d01a5",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhG5uFY8f_YK0ev6pW1z8KPtkNPAetaBpB9DFwOFoKNHZw6zsBIbN-lJECf8hboXCPzGEu02ioEg_k2k5Sz-2qxZtSqCNTf6aPuRzs-IIOAlP-SEHBvNF5wBhPgV4oQzVRCeW0QXvrQVGypA3m4cg6xEpNPLajv_j06Wle-xinxnZZd2OH-Li8e6D7QpmAbpBeeIYng=w408-h306-k-no","4",,,"false","es-419",,,"-37.3179253","-59.1196065",,"false","+54 249 443-4318","+542494434318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ15dihvEfkZURpQFtEF8Kv4Q","B7000",,"46",,"0",,,,,,"2025-07-30T15:43:12.630Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Av. Buzón 901","false",,"Merli S.A.",,,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Merli%20S.A.&query_place_id=ChIJ15dihvEfkZURpQFtEF8Kv4Q",,,
"Palacios 2220, B7000 Tandil, Provincia de Buenos Aires, Argentina","Construcción",,,,,,,,,,"Construcción",,,"7459218482727419276","Tandil","true","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x9590e001b90c71f1:0x678477b07cfefd8c",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrrgEzw1Y5sFbiRprmXXFESRtQjy8ZeEBU7DhmtbIe6EAJWa4jHwdCVJeH5bLWMqbOnBFPgDcYM7UYnVy7dJqafFR1WJsIZqze_amo8y_LPAP9eaDqljAIecUiqh4V6eO-Q6l5a=w408-h306-k-no","17",,,"false","es-419",,,"-37.3058547","-59.1016883",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ8XEMuQHgkJURjP3-fLB3hGc",,,"45",,"27","15","2","2","6","2","2025-07-30T15:43:12.630Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Palacios 2220","false",,"Cooperativa Falucho de Viviendas Ltda","4",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cooperativa%20Falucho%20de%20Viviendas%20Ltda&query_place_id=ChIJ8XEMuQHgkJURjP3-fLB3hGc",,,
"Canada 684 Depto 1, B7000 Tandil, Provincia de Buenos Aires, Argentina","Proveedor de hormigón preparado",,,,,,,,,,"Proveedor de hormigón preparado",,,"7117487934823958588","Tandil","true","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x959123d05483e52b:0x62c66591104f883c",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nptccgQYahkcNUGHOgpNI-DPsd243gSX6Xwm5h4riAjicVduvBLZCaomLwfAukA1rwV17hrc_GxBq5bT-jR5Fqu1bZiWSIFx7sOvxa24eKZW2sL6vQbjzr6JJ3en1vDY3fOJur-=w426-h240-k-no","3",,,"false","es-419",,,"-37.3239256","-59.1154758",,"false","+54 249 435-0856","+542494350856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJK-WDVNAjkZURPIhPEJFlxmI","B7000",,"43",,"11","10","0","0","1","0","2025-07-30T15:43:12.629Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Canada 684 Depto 1","false",,"Gauchomix S.R.L. - Hormigón Elaborado","4.8",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gauchomix%20S.R.L.%20-%20Hormig%C3%B3n%20Elaborado&query_place_id=ChIJK-WDVNAjkZURPIhPEJFlxmI",,,
"Av. Espora 984, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de materiales para la construcción",,,,,,,,,,"Tienda de materiales para la construcción",,,"2259327579365094340","Tandil","false","AR",,"facebook.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/litalia.uae7","facebook.com/litalia.uae7",,,"0x95911ff1a714b147:0x1f5abe76874cb3c4",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipO_k-CzewMVd6OrPnmESNGV3R5Fg4tjcwpcrDFG=w426-h240-k-no","29",,,"false","es-419",,,"-37.3152306","-59.1195789",,"false","+54 9 249 449-2214","+5492494492214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJR7EUp_EfkZURxLNMh3a-Wh8","B7000",,"42",,"44","36","7","1","0","0","2025-07-30T15:43:12.629Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Av. Espora 984","false",,"Sidernet SRL | Construcción en Seco","4.8",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sidernet%20SRL%20%7C%20Construcci%C3%B3n%20en%20Seco&query_place_id=ChIJR7EUp_EfkZURxLNMh3a-Wh8","https://www.facebook.com/SidernetHierros/",,
"Av. Balbín 1168, B7001 Tandil, Provincia de Buenos Aires, Argentina","Tienda de materiales para la construcción",,,,,,,,,,"Tienda de materiales para la construcción",,,"14730638427654686812","Tandil","false","AR",,"guia-dorada.com.ar","info@guia-dorada.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911ff46cafcb53:0xcc6dbd9a8b13885c",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipPMmUvR0VyfKfQYTQc3bPyC1zSp_kTVCv6n3T1q=w408-h408-k-no","55",,,"false","es-419",,,"-37.3128426","-59.123088",,"false","+54 9 249 458-3577","+5492494583577",,,,,,,,,,,,"2494343213","0249 154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJU8uvbPQfkZURXIgTi5q9bcw","B7001",,"30",,"57","39","12","0","5","1","2025-07-30T15:43:11.408Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Av. Balbín 1168","false",,"Materiales Menchón","4.6",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Materiales%20Mench%C3%B3n&query_place_id=ChIJU8uvbPQfkZURXIgTi5q9bcw","https://www.guia-dorada.com.ar/guia/aviso-corralon-daniel-menchon-en-tandil-buenos-aires-3325.html",,
"Caseros 1011, B7000 Tandil, Provincia de Buenos Aires, Argentina","Contratista","Proveedor de materiales de construcción",,,,,,,,,"Contratista",,,"14833147271831727153","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f37af89e4c7:0xcdd9ecdab695ac31",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipP7g0PV_I7F0H7uxgDFHZ0OaBr58VLBi0WTJ2uZ=w408-h306-k-no","8",,,"false","es-419",,,"-37.3200205","-59.1126695",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJx-SJrzcfkZURMayVttrs2c0","B7000",,"17",,"1",,,,,,"2025-07-30T15:43:10.344Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Caseros 1011","false",,"DURLOTANDIL","4",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DURLOTANDIL&query_place_id=ChIJx-SJrzcfkZURMayVttrs2c0",,,
"Primera Junta 1231, B7000 Tandil, Provincia de Buenos Aires, Argentina","Empresa constructora",,,,,,,,,,"Empresa constructora",,,"4318787921595085845","Tandil","false","AR",,"guia-dorada.com.ar","info@guia-dorada.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911ff6db0f8145:0x3bef6abb96ec3415",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipMJWtT13miwKN3juGj1SDRCrwSMwrKzObsniuxG=w408-h297-k-no","180",,,"false","es-419",,,"-37.3110013","-59.1195439",,"false","+54 249 433-4160","+542494334160",,,,,,,,,,,,"2494343213","0249 154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJRYEP2_YfkZURFTTslrtq7zs","B7000",,"16",,"16",,,,,,"2025-07-30T15:43:10.344Z","https://www.google.com/maps/search/construccion/@-37.3286205,-59.066342517161935,14z?hl=es-419","construccion","Provincia de Buenos Aires","Primera Junta 1231","false",,"Maximiliano Oliver SRL - Galpones Tinglados Techos","5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maximiliano%20Oliver%20SRL%20-%20Galpones%20Tinglados%20Techos&query_place_id=ChIJRYEP2_YfkZURFTTslrtq7zs","https://www.guia-dorada.com.ar/guia/aviso-maximiliano-oliver-srl-en-tandil-buenos-aires-25600.html",,
